date,strategy,total_assets,asset_1_symbol,asset_1_weight,asset_1_score,asset_2_symbol,asset_2_weight,asset_2_score,asset_3_symbol,asset_3_weight,asset_3_score,asset_4_symbol,asset_4_weight,asset_4_score,asset_5_symbol,asset_5_weight,asset_5_score,asset_6_symbol,asset_6_weight,asset_6_score
2020-02-12,Custom_Risk_5,6,BTC,0.26915449697159155,0.8661160144254996,ETH,0.1483392477763628,0.3650695028682106,GNO,0.120572983905744,-0.05751619734209659,DCR,0.14191860346690577,-0.16747355578017725,BNB,0.1476220587677143,-0.2917491121898043,BCH,0.1723926091116815,-0.2981697580503502
2020-02-19,Custom_Risk_5,6,BTC,0.2691544969715916,0.7208019676027695,ETH,0.14833924777636284,0.3758104219961468,BNB,0.14762205876771436,-0.018335230981015818,GNO,0.12057298390574403,-0.17461744278473113,DCR,0.14191860346690582,-0.19207188937061181,BCH,0.17239260911168156,-0.3006997865739215
2020-02-26,Custom_Risk_5,6,BTC,0.2604460546241036,0.6372259983916309,ETH,0.15396173098596594,0.46908108155031025,GNO,0.11855505615564389,0.3831104297728914,BNB,0.18734710739002008,0.06805252923089332,BCH,0.14583689031115957,-0.3380257358575712,DCR,0.13385316053310697,-0.5299858828222189
2020-03-04,Custom_Risk_5,6,BTC,0.26133931335286315,1.0382088596581076,ETH,0.1557070388769867,0.5876323364448536,GNO,0.128594894832354,0.2656294119118342,DCR,0.1485881096311794,-0.22217902227473998,BNB,0.17151014166704617,-0.3992401925768121,BCH,0.13426050163957065,-0.4396453227705295
2020-03-11,Custom_Risk_5,6,BTC,0.22747887144297463,0.665444611371121,DCR,0.19621360975822005,0.2568674910727306,ETH,0.14439751048928004,0.14259447208154125,BNB,0.1565502316695938,0.08055700943409677,GNO,0.1461195240472283,-0.10432107226688797,ETC,0.12924025259270325,-0.4689427864065834
2020-03-18,Custom_Risk_5,6,BTC,0.17322497543722798,0.9693848372923447,ETH,0.14254494390514355,0.3331274448476074,GNO,0.21366797833301907,0.2532891067012155,DCR,0.17482150951147146,0.03023499408028396,BNB,0.15788968086140348,-0.11233002869918604,BCH,0.1378509119517344,-0.6972737653347129
2020-03-25,Custom_Risk_5,6,BTC,0.1690118825825968,0.8456491858495816,GNO,0.20261827018009937,0.733344773208719,ETC,0.1581011530012923,-0.07850214991162469,ETH,0.14266480446083615,-0.2698095549683188,DCR,0.17047665134279635,-0.2718848408315197,BNB,0.15712723843237908,-0.41118193620706617
2020-04-01,Custom_Risk_5,6,BTC,0.15881095738588738,1.2265859980581257,DCR,0.17458548637793275,0.23101866627504103,ETH,0.15051545152981938,-0.20206725607802486,GNO,0.1351438644263625,-0.2090797686920449,ETC,0.23917933066706767,-0.2204315930834379,BCH,0.1417649096129302,-0.3129987198514438
2020-04-08,Custom_Risk_5,6,BTC,0.16984098725697414,1.2487998636328224,DCR,0.16844761847676448,0.11639484902548634,BNB,0.1571128731826795,0.005391364817530393,ETC,0.20667687758726122,-0.019195419093808577,BCH,0.1615747491373965,-0.034973510274122356,ETH,0.13634689435892414,-0.36625488917437327
2020-04-15,Custom_Risk_5,6,BTC,0.2676283372780451,0.6072094101358856,ETH,0.15247636621074245,0.20989133882504235,BCH,0.17363809121322882,0.1926000621182743,BNB,0.17905006658604156,-0.08646369997741024,GNO,0.0520098448771192,-0.2049528895172178,ETC,0.17519729383482274,-0.22541881791598103
2020-04-22,Custom_Risk_5,6,BTC,0.23113811769837608,0.8301935351937049,ETH,0.13281154075271723,0.5384215450431881,BNB,0.1343387780681733,0.290968609753735,DCR,0.20360779610698215,-0.06276008780990845,BCH,0.1453758867863548,-0.07078046853679547,ETC,0.15272788058739634,-0.0846926966224543
2020-04-29,Custom_Risk_5,6,BTC,0.20009606439348462,0.4006904942964308,ETH,0.1596422735671108,0.38854631535344303,BNB,0.19535057297124636,0.24792464473430892,BCH,0.19562008292744304,-0.07298499191901534,GNO,0.018837675435583432,-0.22457288892467525,DCR,0.2304533307051318,-0.2391344625326401
2020-05-06,Custom_Risk_5,6,ETH,0.19093575023411866,0.5544038746484469,BTC,0.1867176513298244,0.48003570275143803,BNB,0.2561801286309999,0.06962425296447043,GNO,0.016567764288678653,-0.18052053700681442,BCH,0.22725945389221403,-0.19979141064660527,ETC,0.12233925162416427,-0.2357499343737135
